data_lenth, frameIdx, cars_speed(m/s), heading_angle(degree), ground_noise, cfar_num, x(m), y(m), z(m), distance(m), speed(m/s), azi_angle(degree), pitch_angle(degree), range_Idx, doppler_Idx, angle_Idx, SNR
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.09 ,7.82 ,-0.32 ,11.26 ,-0.94 ,-45.95 ,-1.64, 270, 119, 255, 24
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.48 ,7.41 ,0.99 ,11.31 ,-1.36 ,-48.59 ,5.03, 271, 115, 255, 16
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.24 ,7.61 ,-0.19 ,11.22 ,-0.84 ,-47.25 ,-0.97, 269, 120, 255, 22
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.06 ,7.80 ,0.19 ,11.22 ,-0.63 ,-45.95 ,0.97, 269, 122, 255, 16
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.94 ,7.49 ,0.62 ,11.68 ,-1.15 ,-49.96 ,3.05, 280, 117, 255, 16
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.70 ,7.67 ,-0.07 ,11.60 ,-2.20 ,-48.59 ,-0.35, 278, 107, 255, 15
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-9.17 ,7.69 ,-0.40 ,11.97 ,-2.10 ,-49.96 ,-1.91, 287, 108, 255, 19
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-9.10 ,7.65 ,-0.10 ,11.89 ,-1.68 ,-27.95 ,3.16, 273, 112, 255, 15
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.27 ,7.64 ,-0.07 ,11.26 ,-0.73 ,-47.25 ,-0.40, 270, 121, 255, 18
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.65 ,7.16 ,1.29 ,11.31 ,-1.15 ,-49.96 ,6.54, 271, 117, 255, 15
296 ,32768 ,0.00 ,0.00 ,1080 ,14 ,-8.12 ,7.86 ,-0.23 ,11.31 ,-0.84 ,-45.95 ,-1.19, 271, 120, 255, 18
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.42 ,7.37 ,0.89 ,11.22 ,-1.15 ,-48.59 ,4.59, 269, 117, 255, 19
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.27 ,7.64 ,-0.21 ,11.26 ,-2.41 ,-47.25 ,-1.09, 270, 105, 255, 20
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.24 ,7.61 ,-0.38 ,11.22 ,-0.31 ,-47.25 ,-1.96, 269, 125, 255, 15
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.30 ,7.65 ,0.56 ,11.26 ,-0.94 ,-45.95 ,-1.64, 270, 119, 255, 24
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.38 ,7.35 ,0.84 ,11.18 ,-1.15 ,-48.59 ,4.33, 268, 117, 255, 18
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.27 ,7.64 ,-0.17 ,11.26 ,-2.31 ,-47.25 ,-0.90, 270, 106, 255, 18
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.24 ,7.61 ,-0.23 ,11.22 ,-2.41 ,-47.25 ,-1.20, 269, 105, 255, 25
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-7.95 ,8.04 ,-0.02 ,11.31 ,-0.94 ,-44.67 ,-0.13, 271, 119, 255, 18
201 ,32769 ,0.00 ,0.00 ,1068 ,9 ,-8.45 ,7.40 ,0.83 ,11.26 ,-1.26 ,-48.59 ,4.26, 270, 116, 255, 15
144 ,32770 ,0.00 ,0.00 ,1071 ,6 ,-8.42 ,7.37 ,0.89 ,11.22 ,-1.15 ,-48.59 ,4.59, 269, 117, 255, 19
144 ,32770 ,0.00 ,0.00 ,1071 ,6 ,-8.03 ,7.69 ,1.12 ,11.18 ,-1.15 ,-45.95 ,5.74, 268, 117, 255, 16
144 ,32770 ,0.00 ,0.00 ,1071 ,6 ,-8.15 ,7.53 ,0.21 ,11.10 ,-1.99 ,-47.25 ,1.12, 266, 109, 255, 16
144 ,32770 ,0.00 ,0.00 ,1071 ,6 ,-8.30 ,7.65 ,0.56 ,11.26 ,-0.94 ,-45.95 ,-1.64, 270, 119, 255, 24
144 ,32770 ,0.00 ,0.00 ,1071 ,6 ,-8.38 ,7.35 ,0.84 ,11.18 ,-1.15 ,-48.59 ,4.33, 268, 117, 255, 18
144 ,32770 ,0.00 ,0.00 ,1071 ,6 ,-8.27 ,7.64 ,-0.17 ,11.26 ,-2.31 ,-47.25 ,-0.90, 270, 106, 255, 18
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.00 ,7.73 ,0.52 ,11.14 ,-0.31 ,-45.95 ,2.69, 267, 125, 255, 15
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.03 ,7.75 ,0.54 ,11.18 ,-0.73 ,-45.95 ,2.78, 268, 121, 255, 24
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.24 ,7.61 ,-0.26 ,11.22 ,-3.47 ,-47.25 ,-1.33, 269, 95, 255, 16
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.18 ,7.54 ,0.57 ,11.14 ,-1.05 ,-47.25 ,2.95, 267, 118, 255, 20
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.00 ,7.73 ,0.48 ,11.14 ,-1.15 ,-45.95 ,2.49, 267, 117, 255, 20
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.03 ,7.75 ,0.51 ,11.18 ,-0.84 ,-45.95 ,2.61, 268, 120, 255, 22
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.27 ,7.64 ,-0.27 ,11.26 ,-3.47 ,-47.25 ,-1.38, 270, 95, 255, 15
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-7.95 ,8.04 ,-0.02 ,11.31 ,-0.94 ,-44.67 ,-0.13, 271, 119, 255, 18
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.45 ,7.40 ,0.83 ,11.26 ,-1.26 ,-48.59 ,4.26, 270, 116, 255, 15
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.27 ,7.64 ,-0.17 ,11.26 ,-1.05 ,-47.25 ,-0.90, 270, 118, 255, 15
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-5.34 ,10.04 ,0.63 ,11.39 ,-1.15 ,-45.95 ,3.51, 268, 117, 255, 18
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.24 ,7.61 ,-0.25 ,11.22 ,-3.36 ,-47.25 ,-1.29, 269, 96, 255, 15
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.03 ,7.76 ,0.45 ,11.18 ,-1.05 ,-45.95 ,2.35, 268, 118, 255, 18
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.18 ,7.54 ,0.52 ,11.14 ,-0.73 ,-47.25 ,2.72, 267, 121, 255, 22
315 ,32771 ,0.00 ,0.00 ,1051 ,15 ,-8.21 ,7.57 ,0.44 ,11.18 ,-0.63 ,-47.25 ,2.27, 268, 122, 255, 15
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.00 ,7.73 ,0.52 ,11.14 ,-0.31 ,-45.95 ,2.69, 267, 125, 255, 15
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.23 ,7.17 ,1.12 ,10.97 ,-1.05 ,-48.59 ,5.90, 263, 118, 255, 18
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.24 ,7.61 ,-0.26 ,11.22 ,-3.47 ,-47.25 ,-1.33, 269, 95, 255, 16
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.18 ,7.54 ,0.57 ,11.14 ,-1.05 ,-47.25 ,2.95, 267, 118, 255, 20
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.00 ,7.73 ,0.48 ,11.14 ,-1.15 ,-45.95 ,2.49, 267, 117, 255, 20
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.03 ,7.75 ,0.51 ,11.18 ,-0.84 ,-45.95 ,2.61, 268, 120, 255, 22
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.27 ,7.64 ,-0.27 ,11.26 ,-3.47 ,-47.25 ,-1.38, 270, 95, 255, 18
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.18 ,7.55 ,0.42 ,11.14 ,-0.84 ,-47.25 ,2.16, 267, 120, 255, 22
201 ,32772 ,0.00 ,0.00 ,1053 ,9 ,-8.06 ,7.79 ,0.38 ,11.22 ,-0.73 ,-45.95 ,1.96, 269, 121, 255, 18
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-7.76 ,7.51 ,-0.03 ,10.80 ,-3.26 ,-45.95 ,-0.17, 259, 97, 255, 15
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-7.76 ,7.51 ,0.13 ,10.80 ,-2.20 ,-45.95 ,0.69, 259, 107, 255, 15
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-7.88 ,7.57 ,0.96 ,10.97 ,-1.26 ,-45.95 ,5.06, 263, 116, 255, 23
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-7.76 ,7.51 ,0.27 ,11.14 ,-1.05 ,-47.25 ,2.95, 267, 118, 255, 20
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-8.00 ,7.73 ,0.48 ,11.14 ,-1.15 ,-45.95 ,2.49, 267, 117, 255, 20
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-7.88 ,7.54 ,1.12 ,10.97 ,-1.15 ,-45.95 ,5.87, 263, 117, 255, 22
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-7.85 ,7.56 ,0.79 ,10.93 ,-1.26 ,-45.95 ,4.17, 262, 116, 255, 18
182 ,32773 ,0.00 ,0.00 ,1060 ,8 ,-8.18 ,7.55 ,0.42 ,11.14 ,-0.84 ,-47.25 ,2.16, 267, 120, 255, 22
144 ,32774 ,0.00 ,0.00 ,1044 ,6 ,-8.27 ,7.64 ,-0.15 ,11.26 ,-0.21 ,-47.25 ,-0.76, 270, 126, 255, 16
144 ,32774 ,0.00 ,0.00 ,1044 ,6 ,-7.82 ,7.52 ,0.83 ,10.89 ,-1.36 ,-45.95 ,4.39, 261, 115, 255, 20
144 ,32774 ,0.00 ,0.00 ,1044 ,6 ,-7.82 ,7.50 ,1.02 ,10.89 ,-1.26 ,-45.95 ,5.38, 261, 116, 255, 20
144 ,32774 ,0.00 ,0.00 ,1044 ,6 ,-7.76 ,7.51 ,0.27 ,11.22 ,-0.21 ,-45.95 ,-0.84, 269, 126, 255, 15
144 ,32774 ,0.00 ,0.00 ,1044 ,6 ,-7.96 ,7.31 ,0.83 ,10.85 ,-1.26 ,-47.25 ,4.42, 260, 116, 255, 19
144 ,32774 ,0.00 ,0.00 ,1044 ,6 ,-7.96 ,7.32 ,0.77 ,10.85 ,-1.36 ,-47.25 ,4.08, 260, 115, 255, 18
106 ,32775 ,0.00 ,0.00 ,1066 ,4 ,-8.27 ,7.64 ,-0.15 ,11.26 ,-0.21 ,-47.25 ,-0.76, 270, 126, 255, 16
106 ,32775 ,0.00 ,0.00 ,1066 ,4 ,-7.71 ,7.78 ,0.56 ,10.97 ,-1.47 ,-44.67 ,2.97, 263, 114, 255, 15
106 ,32775 ,0.00 ,0.00 ,1066 ,4 ,-7.82 ,7.50 ,1.02 ,10.89 ,-1.26 ,-45.95 ,5.38, 261, 116, 255, 20
106 ,32775 ,0.00 ,0.00 ,1066 ,4 ,-7.76 ,7.51 ,0.27 ,11.22 ,-0.21 ,-45.95 ,-0.84, 269, 126, 255, 15
144 ,32776 ,0.00 ,0.00 ,1041 ,6 ,-7.61 ,7.36 ,0.24 ,10.60 ,-1.47 ,-45.95 ,1.34, 254, 114, 255, 19
144 ,32776 ,0.00 ,0.00 ,1041 ,6 ,-7.51 ,7.91 ,0.64 ,10.93 ,-1.47 ,-43.43 ,3.39, 262, 114, 255, 15
144 ,32776 ,0.00 ,0.00 ,1041 ,6 ,-7.25 ,7.66 ,-0.14 ,10.55 ,-0.63 ,-43.43 ,-0.80, 253, 122, 255, 16
144 ,32776 ,0.00 ,0.00 ,1041 ,6 ,-7.42 ,7.49 ,-0.40 ,10.55 ,-0.31 ,-44.67 ,-2.19, 253, 125, 255, 21
144 ,32776 ,0.00 ,0.00 ,1041 ,6 ,-7.42 ,7.48 ,-0.61 ,10.55 ,-0.42 ,-44.67 ,-3.35, 253, 124, 255, 16
144 ,32776 ,0.00 ,0.00 ,1041 ,6 ,-7.96 ,7.32 ,0.77 ,10.85 ,-1.36 ,-47.25 ,4.08, 260, 115, 255, 18
144 ,32777 ,0.00 ,0.00 ,1034 ,6 ,-7.54 ,7.62 ,0.32 ,10.72 ,-1.36 ,-44.67 ,1.73, 257, 115, 255, 18
144 ,32777 ,0.00 ,0.00 ,1034 ,6 ,-7.39 ,7.47 ,-0.21 ,10.51 ,-0.42 ,-44.67 ,-1.19, 252, 124, 255, 20
144 ,32777 ,0.00 ,0.00 ,1034 ,6 ,-7.42 ,7.50 ,-0.31 ,10.55 ,-0.42 ,-44.67 ,-1.72, 253, 124, 255, 16
144 ,32777 ,0.00 ,0.00 ,1034 ,6 ,-7.42 ,7.49 ,-0.40 ,10.55 ,-0.31 ,-44.67 ,-2.19, 253, 125, 255, 21
144 ,32777 ,0.00 ,0.00 ,1034 ,6 ,-7.42 ,7.48 ,-0.61 ,10.55 ,-0.42 ,-44.67 ,-3.35, 253, 124, 255, 16
144 ,32777 ,0.00 ,0.00 ,1034 ,6 ,-7.96 ,7.32 ,0.77 ,10.85 ,-1.36 ,-47.25 ,4.08, 260, 115, 255, 18
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.20 ,7.60 ,0.08 ,10.47 ,-0.31 ,-43.43 ,0.44, 251, 125, 255, 16
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.20 ,7.60 ,-0.03 ,10.47 ,-0.63 ,-43.43 ,-0.21, 251, 122, 255, 16
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.57 ,7.60 ,0.86 ,10.76 ,-0.84 ,-44.67 ,4.58, 258, 120, 255, 15
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.42 ,7.49 ,-0.40 ,10.55 ,-0.31 ,-44.67 ,-2.19, 253, 125, 255, 21
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.88 ,7.62 ,-0.33 ,10.97 ,-3.05 ,-45.95 ,-1.75, 263, 99, 255, 18
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.85 ,7.59 ,-0.24 ,10.93 ,-3.05 ,-45.95 ,-1.29, 262, 99, 255, 16
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.20 ,7.60 ,0.15 ,10.47 ,-0.21 ,-43.43 ,0.82, 251, 126, 255, 20
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-7.85 ,7.53 ,0.97 ,10.93 ,-1.15 ,-45.95 ,5.12, 262, 117, 255, 18
201 ,32778 ,0.00 ,0.00 ,1001 ,9 ,-8.06 ,7.79 ,0.38 ,11.22 ,-0.73 ,-45.95 ,1.96, 269, 121, 255, 18
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.36 ,7.39 ,0.91 ,10.47 ,-1.15 ,-44.67 ,5.02, 251, 117, 255, 22
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.57 ,7.64 ,-0.33 ,10.76 ,-3.26 ,-44.67 ,-1.77, 258, 97, 255, 15
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.17 ,7.57 ,0.20 ,10.43 ,-0.73 ,-43.43 ,1.14, 250, 121, 255, 21
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.42 ,7.50 ,-0.08 ,10.55 ,-1.78 ,-44.67 ,-0.45, 253, 111, 255, 19
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.25 ,7.65 ,0.44 ,10.55 ,-1.36 ,-43.43 ,2.40, 253, 115, 255, 23
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.37 ,7.73 ,0.94 ,10.72 ,-0.84 ,-43.43 ,5.05, 257, 120, 255, 16
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.33 ,7.40 ,0.40 ,10.43 ,-0.84 ,-44.67 ,2.21, 250, 120, 255, 20
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.25 ,7.65 ,0.38 ,10.55 ,-1.47 ,-43.43 ,2.06, 253, 114, 255, 22
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.23 ,7.63 ,0.07 ,10.51 ,-1.78 ,-43.43 ,0.40, 252, 111, 255, 16
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.17 ,7.57 ,0.15 ,10.43 ,-0.21 ,-43.43 ,0.84, 250, 126, 255, 16
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.20 ,7.60 ,0.13 ,10.47 ,-0.21 ,-43.43 ,0.73, 251, 126, 255, 21
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.23 ,7.57 ,0.96 ,10.51 ,-1.26 ,-43.43 ,5.24, 252, 116, 255, 20
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.54 ,7.61 ,0.40 ,10.72 ,-1.47 ,-44.67 ,2.17, 257, 114, 255, 15
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-8.18 ,7.54 ,0.52 ,11.14 ,-0.73 ,-47.25 ,2.72, 267, 121, 255, 22
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.36 ,7.44 ,0.00 ,10.47 ,-0.73 ,-44.67 ,-0.02, 251, 121, 255, 19
334 ,32779 ,0.00 ,0.00 ,1069 ,16 ,-7.28 ,7.69 ,0.24 ,10.60 ,-1.47 ,-43.43 ,1.32, 254, 114, 255, 16
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.17 ,7.49 ,1.11 ,10.43 ,-1.15 ,-43.43 ,6.15, 250, 117, 255, 21
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.20 ,7.59 ,-0.48 ,10.47 ,-0.21 ,-43.43 ,-2.66, 251, 126, 255, 22
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.30 ,7.31 ,1.07 ,10.39 ,-1.15 ,-44.67 ,5.92, 249, 117, 255, 20
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.23 ,7.61 ,-0.55 ,10.51 ,-0.31 ,-43.43 ,-3.02, 252, 125, 255, 20
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.30 ,7.32 ,0.99 ,10.39 ,-1.26 ,-44.67 ,5.47, 249, 116, 255, 18
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.37 ,7.73 ,0.94 ,10.72 ,-0.84 ,-43.43 ,5.05, 257, 120, 255, 16
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.33 ,7.40 ,0.40 ,10.43 ,-0.84 ,-44.67 ,2.21, 250, 120, 255, 20
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.25 ,7.65 ,0.38 ,10.55 ,-1.47 ,-43.43 ,2.06, 253, 114, 255, 22
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.23 ,7.63 ,0.07 ,10.51 ,-1.78 ,-43.43 ,0.40, 252, 111, 255, 16
220 ,32780 ,0.00 ,0.00 ,1057 ,10 ,-7.17 ,7.57 ,0.15 ,10.43 ,-0.21 ,-43.43 ,0.84, 250, 126, 255, 16
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-6.98 ,7.69 ,-0.19 ,10.39 ,-2.63 ,-42.21 ,-1.07, 249, 103, 255, 19
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-6.95 ,7.66 ,0.23 ,10.35 ,-1.36 ,-42.21 ,1.31, 248, 115, 255, 20
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-6.98 ,7.69 ,-0.31 ,10.39 ,-3.05 ,-42.21 ,-1.74, 249, 99, 255, 16
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.14 ,7.54 ,0.14 ,10.39 ,-1.99 ,-43.43 ,0.78, 249, 109, 255, 18
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.20 ,7.59 ,-0.42 ,10.47 ,-0.42 ,-43.43 ,-2.31, 251, 124, 255, 26
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.24 ,7.27 ,0.88 ,10.30 ,-1.26 ,-44.67 ,4.93, 247, 116, 255, 19
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-6.95 ,7.66 ,0.30 ,10.35 ,-1.47 ,-42.21 ,1.71, 248, 114, 255, 19
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-6.98 ,7.69 ,0.21 ,10.39 ,-1.89 ,-42.21 ,1.17, 249, 110, 255, 18
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.14 ,7.53 ,0.41 ,10.39 ,-1.15 ,-43.43 ,2.29, 249, 117, 255, 20
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.01 ,7.72 ,-0.12 ,10.43 ,-2.63 ,-42.21 ,-0.67, 250, 103, 255, 16
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.20 ,7.60 ,0.13 ,10.47 ,-0.21 ,-43.43 ,0.73, 251, 126, 255, 21
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.20 ,7.59 ,-0.39 ,10.47 ,-0.31 ,-43.43 ,-2.13, 251, 125, 255, 22
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-8.73 ,5.29 ,1.67 ,10.35 ,-1.26 ,-57.53 ,9.32, 248, 116, 255, 16
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.14 ,7.54 ,-0.26 ,10.39 ,-1.78 ,-43.43 ,-1.45, 249, 111, 255, 16
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.14 ,7.54 ,0.17 ,10.39 ,-1.05 ,-43.43 ,0.94, 249, 118, 255, 20
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.17 ,7.56 ,-0.32 ,10.43 ,-0.42 ,-43.43 ,-1.80, 250, 124, 255, 22
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.23 ,7.62 ,-0.51 ,10.51 ,-0.42 ,-43.43 ,-2.81, 252, 124, 255, 19
372 ,32781 ,0.00 ,0.00 ,1021 ,18 ,-7.17 ,7.57 ,-0.21 ,10.43 ,-0.31 ,-43.43 ,-1.15, 250, 125, 255, 19
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.76 ,7.77 ,-0.26 ,10.30 ,-1.57 ,-41.01 ,-1.48, 247, 113, 255, 25
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.89 ,7.60 ,-0.04 ,10.26 ,-2.10 ,-42.21 ,-0.25, 246, 108, 255, 22
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.14 ,7.54 ,-0.20 ,10.39 ,-1.15 ,-43.43 ,-1.10, 249, 117, 255, 21
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.71 ,7.71 ,-0.15 ,10.22 ,-2.10 ,-41.01 ,-0.84, 245, 108, 255, 20
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.76 ,7.77 ,-0.27 ,10.30 ,-1.47 ,-41.01 ,-1.54, 247, 114, 255, 24
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.11 ,7.51 ,-0.02 ,10.35 ,-1.15 ,-43.43 ,-0.11, 248, 117, 255, 21
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.89 ,7.60 ,0.07 ,10.26 ,-2.20 ,-42.21 ,0.43, 246, 107, 255, 18
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.89 ,7.60 ,-0.14 ,10.26 ,-1.99 ,-42.21 ,-0.79, 246, 109, 255, 16
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.08 ,7.46 ,0.51 ,10.30 ,-1.15 ,-43.43 ,2.85, 247, 117, 255, 16
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.01 ,7.72 ,-0.12 ,10.43 ,-2.63 ,-42.21 ,-0.67, 250, 103, 255, 16
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.20 ,7.60 ,0.13 ,10.47 ,-1.57 ,-42.21 ,-0.64, 246, 113, 255, 22
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.73 ,7.74 ,-0.09 ,10.26 ,-1.47 ,-41.01 ,-0.54, 246, 114, 255, 20
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.76 ,7.76 ,-0.43 ,10.30 ,-1.68 ,-41.01 ,-2.42, 247, 112, 255, 16
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-6.79 ,7.78 ,-0.58 ,10.35 ,-1.57 ,-41.01 ,-3.22, 248, 113, 255, 19
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.17 ,7.57 ,-0.22 ,10.43 ,-1.15 ,-43.43 ,-1.20, 250, 117, 255, 16
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.17 ,7.56 ,-0.32 ,10.43 ,-0.42 ,-43.43 ,-1.80, 250, 124, 255, 22
353 ,32782 ,0.00 ,0.00 ,1063 ,17 ,-7.23 ,7.62 ,-0.51 ,10.51 ,-0.42 ,-43.43 ,-2.81, 252, 124, 255, 19
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-6.65 ,7.64 ,0.27 ,10.14 ,-1.47 ,-41.01 ,1.58, 243, 114, 255, 16
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-7.02 ,7.38 ,0.73 ,10.22 ,-1.15 ,-43.43 ,4.12, 245, 117, 255, 23
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-6.87 ,7.52 ,0.81 ,10.22 ,-1.26 ,-42.21 ,4.59, 245, 116, 255, 23
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-7.02 ,7.38 ,0.77 ,10.22 ,-2.10 ,-41.01 ,-0.84, 245, 108, 255, 20
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-7.05 ,7.44 ,0.40 ,10.26 ,-1.26 ,-43.43 ,2.27, 246, 116, 255, 20
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-7.00 ,7.33 ,0.94 ,10.18 ,-1.26 ,-43.43 ,5.30, 244, 116, 255, 18
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-7.05 ,7.44 ,0.40 ,10.26 ,-1.15 ,-43.43 ,2.28, 246, 117, 255, 19
182 ,32783 ,0.00 ,0.00 ,1053 ,8 ,-6.98 ,7.69 ,0.21 ,10.39 ,-1.89 ,-42.21 ,1.17, 249, 110, 255, 18
125 ,32784 ,0.00 ,0.00 ,1046 ,5 ,-6.65 ,7.64 ,0.27 ,10.14 ,-1.47 ,-41.01 ,1.58, 243, 114, 255, 16
125 ,32784 ,0.00 ,0.00 ,1046 ,5 ,-7.02 ,7.38 ,0.73 ,10.22 ,-1.15 ,-43.43 ,4.12, 245, 117, 255, 23
125 ,32784 ,0.00 ,0.00 ,1046 ,5 ,-6.62 ,7.61 ,-0.31 ,10.10 ,-1.36 ,-41.01 ,-1.76, 242, 115, 255, 20
